Average Hop Distance f=20
LCE
(10,1.023105)
(30,1.058439)
(50,1.092458)
(100,1.175877)
(150,1.526218)
(200,1.962968)
(250,2.271204)

LCD
(10,1.043405)
(30,1.110015)
(50,1.173314)
(100,1.330203)
(150,1.654141)
(200,1.971735)
(250,2.220524)

CUSTOM
(10,1.028961)
(30,1.076499)
(50,1.120861)
(100,1.234522)
(150,1.564319)
(200,1.899362)
(250,2.170452)

EDGE
(10,1.041372)
(30,1.110813)
(50,1.176258)
(100,1.347625)
(150,1.999551)
(200,2.435425)
(250,2.735697)
