Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.109533	Node10001	0	17	LastDelay	0.0995328	99532.8	1	5
0.109533	Node10001	0	17	FullDelay	0.0995328	99532.8	1	5
0.119533	Node10001_	0	31	LastDelay	0.0995328	99532.8	1	5
0.119533	Node10001_	0	31	FullDelay	0.0995328	99532.8	1	5
0.129533	Node10010	0	1	LastDelay	0.0995328	99532.8	1	5
0.129533	Node10010	0	1	FullDelay	0.0995328	99532.8	1	5
0.129533	Node10100	0	1	LastDelay	0.0695328	69532.8	1	5
0.129533	Node10100	0	1	FullDelay	0.0695328	69532.8	1	5
0.139533	Node10011	0	245	LastDelay	0.0995328	99532.8	1	5
0.139533	Node10011	0	245	FullDelay	0.0995328	99532.8	1	5
0.149533	Node10000	0	58	LastDelay	0.0995328	99532.8	1	5
0.149533	Node10000	0	58	FullDelay	0.0995328	99532.8	1	5
0.150389	Node10011_	0	178	LastDelay	0.100389	100389	1	5
0.150389	Node10011_	0	178	FullDelay	0.100389	100389	1	5
0.150883	Node10101_	0	1	LastDelay	0.0208832	20883.2	1	1
0.150883	Node10101_	0	1	FullDelay	0.0208832	20883.2	1	1
0.159961	Node10001	0	11	LastDelay	0.0999608	99960.8	1	5
0.159961	Node10001	0	11	FullDelay	0.0999608	99960.8	1	5
0.169533	Node10001_	0	127	LastDelay	0.0995328	99532.8	1	5
0.169533	Node10001_	0	127	FullDelay	0.0995328	99532.8	1	5
0.169961	Node10101	0	6	LastDelay	0.0999608	99960.8	1	5
0.169961	Node10101	0	6	FullDelay	0.0999608	99960.8	1	5
0.179533	Node10010	0	29	LastDelay	0.0995328	99532.8	1	5
0.179533	Node10010	0	29	FullDelay	0.0995328	99532.8	1	5
0.179961	Node10101_	0	85	LastDelay	0.0999608	99960.8	1	5
0.179961	Node10101_	0	85	FullDelay	0.0999608	99960.8	1	5
0.180883	Node10100	0	1	LastDelay	0.0208832	20883.2	1	1
0.180883	Node10100	0	1	FullDelay	0.0208832	20883.2	1	1
0.189533	Node10110	0	100	LastDelay	0.0995328	99532.8	1	5
0.189533	Node10110	0	100	FullDelay	0.0995328	99532.8	1	5
0.189961	Node10011	0	7	LastDelay	0.0999608	99960.8	1	5
0.189961	Node10011	0	7	FullDelay	0.0999608	99960.8	1	5
0.199533	Node10000	0	22	LastDelay	0.0995328	99532.8	1	5
0.199533	Node10000	0	22	FullDelay	0.0995328	99532.8	1	5
0.199961	Node10111	0	17	LastDelay	0.0999608	99960.8	1	5
0.199961	Node10111	0	17	FullDelay	0.0999608	99960.8	1	5
0.200389	Node10011_	0	190	LastDelay	0.100389	100389	1	5
0.200389	Node10011_	0	190	FullDelay	0.100389	100389	1	5
0.209533	Node10100	0	2	LastDelay	0.0995328	99532.8	1	5
0.209533	Node10100	0	2	FullDelay	0.0995328	99532.8	1	5
0.209961	Node10001	0	5	LastDelay	0.0999608	99960.8	1	5
0.209961	Node10001	0	5	FullDelay	0.0999608	99960.8	1	5
0.210389	Node10111_	0	45	LastDelay	0.100389	100389	1	5
0.210389	Node10111_	0	45	FullDelay	0.100389	100389	1	5
0.219533	Node20000	0	19	LastDelay	0.0995328	99532.8	1	5
0.219533	Node20000	0	19	FullDelay	0.0995328	99532.8	1	5
0.219533	Node10001_	0	24	LastDelay	0.0995328	99532.8	1	5
0.219533	Node10001_	0	24	FullDelay	0.0995328	99532.8	1	5
